[positive]	[00:00]	<ethana2>	nucco: Intel Corporation PRO/Wireless 3945ABG Network Connection on a fresh Ubuntu 8.04 install is not seeing any wireless networks
[negative]	[00:00]	<KooperKool>	So Ubuntu Wont get messed up?
[neutral]	[00:00]	<nucco>	Steve^ he he
[negative]	[00:00]	<hwilde>	josh04, it would
[positive]	[00:00]	<Derspankster>	KooperKool; you'll be on a command line
[neutral]	[00:00]	<hwilde>	josh04, KooperKool, NO that will uninstall all dependencies
[negative]	[00:00]	<Steve^>	nucco, 2 gig of swap is enough?
[neutral]	[00:00]	<josh04>	hwile, KooperKool: Depends on whether it's being removed because it's uninstalled part of the default setup
[neutral]	[00:00]	<nucco>	Steve^ yes,
[neutral]	[00:01]	<nucco>	Steve^ above that is usually not necessary.
[negative]	[00:01]	<IndyGunFreak>	Steve^, rule of thumb for swap 2-2.5x amount of ram
[negative]	[00:01]	<KooperKool>	because I want to install gnome-audio and it wants to remove ubuntu-desktop and ubuntu-sounds. I dont care for ubuntu-sounds, but ubuntu-desktop?
[negative]	[00:01]	<doug2266778822>	mov when u do dmesg in term after u get the error from the player you get something like this?   @HLINK
[negative]	[00:01]	<unop>	"roffe__, the output doesn't indicate what is really missing ... it just says ""checking for MODULES... no""  which is really vague --  perhaps there's something ./configure does that might help.    what does this output.   ./configure --help"
[negative]	[00:01]	<IndyGunFreak>	but nucco is right, unless your running a 500mhz, more than 2gigs is probably redundant
[neutral]	[00:01]	<heartsblood>	Does anybody here play UrbanTerror?
[negative]	[00:01]	<J-a-k-e>	ripps: my sound card is a x-fi xtreme audio, there aren't any tone options for me. I've tried playing with eq settings in amarok which has helped .. a bit. I'm actually running windows at the moment default bass and treble settings, music sounds heaps better compared to ubuntu
[neutral]	[00:01]	<IndyGunFreak>	KooperKool, that is a meta package, its not gonna remove the desktop
[positive]	[00:01]	<johnny_>	What is the best way to get hardy on a usb drive
[positive]	[00:01]	<nucco>	ethana2: I personally have no help to offer, but wait a while, if no one else responds, you can ask again :) or try googling...
[neutral]	[00:01]	<johnny_>	!install
[positive]	[00:01]	<ubotu>	Ubuntu can be installed in a lot of ways. Please see @HLINK for documentation. Problems during install? See @HLINK Don't want to use a CD? Try @HLINK - See also !automate
[neutral]	[00:01]	<johnny_>	!usb
[positive]	[00:01]	<ubotu>	For information about installing Ubuntu from USB flash drives, see @HLINK - For a persistent live USB install, see: @HLINK
[neutral]	[00:02]	<nucco>	johnny_: you can use 'dd' from the terminal
[neutral]	[00:02]	<KooperKool>	IndyGunFreak: you are sure nothing will be messed up?
[negative]	[00:02]	<mulder_>	Hello all. I have removed Firefox 3 beta and put Firefox 2 instead, but I am getting errors when I try to install add ons.
[positive]	[00:02]	<drivetrax>	johnny_:  -- info RE: installing a USB Hard drive.
[neutral]	[00:02]	<ethana2>	mulder_: you make me sad...
[neutral]	[00:02]	<mulder_>	for Ubuntu 8.04
[positive]	[00:02]	<Steve^>	thanks for your help nucco
[neutral]	[00:02]	<mulder_>	Why Ethana?
[neutral]	[00:02]	<ethana2>	mulder_: FF3b5 >>>>>>> FF2
[negative]	[00:02]	<heartsblood>	I'm trying to run it on a fresh install of hardy but every time I load the game my LCD bugs out saying; mode not supported H:75 V:60 - which my lcd does support.
[negative]	[00:02]	<roffe__>	unop: I think it might be interesting: @HLINK
[negative]	[00:02]	<nucco>	johnny_: dd if='/path/to/image.iso' of='/dev/sdb' (assuming your flash is at '/dev/sdb'
[neutral]	[00:03]	<KooperKool>	﻿IndyGunFreak: you are sure nothing will be messed up?
[neutral]	[00:03]	<nucco>	Steve^: you're welcome
[negative]	[00:03]	<heartsblood>	I am running the nvidia non-free drivers
[negative]	[00:03]	<IndyGunFreak>	KooperKool, i've *uninstalled* ubuntu-desktop lots of times... i can't see it being any different in hardy.
[negative]	[00:03]	<mulder_>	Well Ethana a lot of add don't work with F3 starting with google sync
[negative]	[00:03]	<nith>	i've got a permissions issue. I'm trying to mount a drive as my /home and am unable to write (but not getting read only errors)
[neutral]	[00:03]	<ethana2>	mulder_: but they will
[neutral]	[00:03]	<nith>	I can touch files but not write to them without root
[neutral]	[00:03]	<IndyGunFreak>	KooperKool, what are you installing/uninstalling that results in that?
[negative]	[00:03]	<zeeeee>	"can anyone else help me out?  after trying to upgrade, it failed, told me my system may be in an ""unusable state"", and now after rebooting, gnome won't start (i just see a tan wallpaper and nothing else)."
[positive]	[00:03]	<mulder_>	in two months...
[positive]	[00:04]	<ethana2>	mulder_: you could run FF2 for XP in WINE
[positive]	[00:04]	<mulder_>	I still need my bookmarks
[positive]	[00:04]	<roffe__>	ethana2: May seem weird of a question, but have you tried rebooting the router?
[neutral]	[00:04]	<ethana2>	heh
[neutral]	[00:04]	<KooperKool>	gnome-audio (removes ubuntu-desktop and ubuntu-sounds)
[neutral]	[00:04]	<mulder_>	xp arghhhhhhhhh
[negative]	[00:04]	<mulder_>	please no!
[neutral]	[00:04]	<ethana2>	roffe__: it's not me
[neutral]	[00:04]	<jmei>	shift and capslock stopped working
[negative]	[00:04]	<IndyGunFreak>	KooperKool, VERY unlikely, thats gonna remove yhour desktop
[neutral]	[00:04]	<ethana2>	it's a friend in the UAE, I'm in Alaska
[negative]	[00:04]	<rathel>	Hmm.. I need some help with Ubuntu 8.04, I just did a fresh install on my desktop, the install went okay, but everytime I try to boot into it I get the busybox. :(
[negative]	[00:05]	<illDecree>	could someone help a noob w/ configuring video? what i have now, is a completely fresh install of hardy, and nothing else
[negative]	[00:05]	<nucco>	ubuntu-desktop is a weird meta-package that seems to come and go in wierder ways. doesn't remove gnome though, I don't think
[neutral]	[00:05]	<jmei>	shift and capslock stopped working. hardy , no scim installed, USA keyboard layout set as default.
[negative]	[00:05]	<roffe__>	ethana2: yeah, well, the guy you're helping, ask him to simply reboot it.. my friend did that after a long time, and then finally it was found, with that same card of his
[neutral]	[00:05]	<IndyGunFreak>	nucco: it shouldn't
[negative]	[00:05]	<mulder_>	I am getting errors Ethana. so  donn;t really know what to do
[positive]	[00:05]	<jaffarkelshac>	rathel, that is very mysterious, i usually reboot and it works
[positive]	[00:05]	<Steve^>	I wanna go to #ubuntu+1 :)
[negative]	[00:05]	<unop>	roffe__, nothing really but i just saw this @HLINK - so try this again.  sudo apt-get install --reinstall libgtkmm-2.4-dev libsqlite3-dev; make clean; ./configure
[negative]	[00:06]	<jaffarkelshac>	its not there anymore Steve^
[negative]	[00:06]	<mulder_>	Is there a way to make sure all of firefox 2 is removed on the system?
[negative]	[00:06]	<fxfitz>	hwilde, Yeah they're going to go into the attic tomorrow and check the router. Thanks for all of your help!
[negative]	[00:06]	<marx2k>	I cannot get Line-In on my Audigy working with Hardy. Anyone else?
[neutral]	[00:06]	<marx2k>	!audigy
[negative]	[00:06]	<ubotu>	Sorry, I don't know anything about audigy - try searching on @HLINK
[neutral]	[00:06]	<unop>	mulder_, this perhaps.   sudo aptitude purge firefox
[positive]	[00:06]	<rathel>	jaffarkelshac, lol I rebooted several times and same result.
[negative]	[00:06]	<fxfitz>	hwilde, See they had people working on the roof today. They didn't go inside, but maybe they nocked something loose some how. I dunno. Anyway, thanks!
[neutral]	[00:06]	<jharr>	!gvfs
[negative]	[00:06]	<ubotu>	Sorry, I don't know anything about gvfs - try searching on @HLINK
[neutral]	[00:06]	<IndyGunFreak>	!msgthebot | jharr
[negative]	[00:06]	<ubotu>	jharr: Please investigate with me only in /msg or in #ubuntu-bots (type also /msg ubotu Bot). Don't use commands in the public channels if you don't know if they really exist. Also avoid adding joke/useless factoids.
[negative]	[00:07]	<jharr>	Anyone know how to use the .gvfs stuff? I have various shares mounted, but none show up in the .gvfs folder...
[neutral]	[00:08]	<nemewsys>	hi
[neutral]	[00:08]	<marx2k>	Anyone else having Audigy issues in Hardy?
[negative]	[00:08]	<n000b>	once ive installed xubuntu on ubuntu where do i go to change the theme to xubuntu?
[negative]	[00:08]	<roffe__>	unop: hey, you really did it! I was sure it wasn't going to work! what was it that made it finally work?
[positive]	[00:08]	<Pelo>	jharr, your own local partitons get mounted as gvfs as I understand it for you to share with others,  check in system monitor on the last tab
[positive]	[00:08]	<n000b>	once you've installed xubuntu on ubuntu where do you go to change the theme to xubuntu?
[positive]	[00:08]	<IndyGunFreak>	n000b: log out, and at the log in window, click sessions
[neutral]	[00:08]	<unop>	roffe__, i think we installed the wrong version of libgtkmm before
[neutral]	[00:08]	<IndyGunFreak>	n000b: give people a second to resppond
[negative]	[00:09]	<nemewsys>	How can i install KDElibs on UBUNTU?
[negative]	[00:09]	<mulder_>	I get this now Ethana when I try installing F2: E: firefox-2: subprocess post-installation script returned error exit status 1
[positive]	[00:09]	<nucco>	"n000b: logout, then at the gdm prompt, select ""sessions"" you should see ""XFCE"" or similar there"
[positive]	[00:09]	<IndyGunFreak>	nemewsys: install a kde app, it will install the kdelibs
[negative]	[00:09]	<roffe__>	unop: allright! How is one supposed to know that?
[negative]	[00:09]	<nemewsys>	How can i install KDElibs on UBUNTU??
[negative]	[00:09]	<nemewsys>	How can i install KDElibs on UBUNTU?
[neutral]	[00:09]	<Odd-rationale>	!repeat | nemewsys
[negative]	[00:09]	<ubotu>	nemewsys: Don't feel ignored and repeat your question quickly; if nobody knows your answer, nobody will answer you. You can search @HLINK or @HLINK while you wait. Also see !patience
[negative]	[00:09]	<josh04>	marx2k: Describe the problem
[negative]	[00:09]	<jmei>	found the keyboard problem culprit. gnome-keyboard segfaulted
[positive]	[00:09]	<nucco>	nemewsys: I'd guess a package called kde-devel or similar... :p
[neutral]	[00:09]	<IndyGunFreak>	nemewsys: i just freakin told you, focus on reading  more than making an ass of yourself
[negative]	[00:10]	<koomber1664>	Would there be any problem with running Ubuntu with my SATA set to RAID instead of IDE on a dell vostro 200?
[neutral]	[00:10]	<nucco>	IndyGunFreak: watch that temper ...
[positive]	[00:10]	<IndyGunFreak>	nucco: my temper is fine, mind your own biz
[neutral]	[00:10]	<nucco>	whew
[positive]	[00:10]	<roffe__>	unop: anyway, thanks so very much for your help, I appreciate it plenty!
[positive]	[00:10]	<unop>	roffe__, errm, a little logic and experience :)  i think we tried libgtkmm-dev before, but the page says it needs libgtkmm-2.4-dev
[neutral]	[00:10]	<saltedlight>	hi. anyone know if evolution calendar alarms work if evolution is closed but in background is running evolution-alarm-notify?
[negative]	[00:10]	<GT>	Wow, Hardy's out? I was coming here because GNOME randomly broke...
[neutral]	[00:10]	<GT>	Well, that might fix it!
[neutral]	[00:10]	<IndyGunFreak>	lol
[positive]	[00:11]	<unop>	roffe__, you can buy me beer sometime :)
[neutral]	[00:11]	<moveax>	What libs are required for encrypted DVD playback?
[neutral]	[00:11]	<Odd-rationale>	moveax: libdvdread3
[neutral]	[00:11]	<IndyGunFreak>	moveax: libdvdcss2 and libdvdread3
[neutral]	[00:11]	<nucco>	moveax: libdvdcss too
