[12:05]	<IncredibleHink>	xtknight, ALSA lib confmisc.c:1105:(snd_func_refer) Unable to find definition 'defaults.pcm.front.card'
[12:05]	<IncredibleHink>	xtknight, ALSA lib conf.c:3500:(_snd_config_evaluate) function snd_func_refer returned error: No such file or directory
[12:07]	<lbci_irc>	download desktop-alternate using bittorrent and upgrade offline... fastest way on release day! I have one computer doing the online update and its been running 9 hours now:(
[12:45]	<ytsestef>	any1 know why sometimes I have sound and some other I dont? where's the alsaconf command?? :(
[12:51]	<milage>	:(
[12:55]	<DanaG>	:(
[01:18]	<Abnaxos>	Hi again! Still having problems with network manager since the upgrade to Feisty. :( I could break it down to network manager not receiving any notifications from dhcdbd. It might be related to the following message in the syslog: dhcdbd: message_handler: message handler not found under /com/redhat/dhcp/eth0 for sub-path eth0.dbus.get.reason
[01:26]	<sylvisj>	if only 7.04 detected the 8800gts as an 8800gts and didn't try to rape me using nv :(
[01:26]	<breakthru>	i have a blank screen with nvidia drivers :( that happens on ubuntu 6.10 and 7.04
[01:47]	<wondering>	How would I make a command line only LiveCD that's based on ubuntu-7.04-alternate.iso ? Could someone help me please? I've searched all over Google and I can't seem to find anything :(
[01:49]	<aoirthoir>	:(
[02:16]	<jon__>	anyone have any suggestions on how to recover from a failed do-release-upgrade on edgy server? mine keeps seg faulting when it is "checking package manager" now :(
[02:16]	<duelboot>	slamBrick, did you backup first? :(
[02:21]	<arejay>	man, i just want to be able to install audacity :(
[02:25]	<elvenseven>	damn im gonna call for quit. livecd goes to login screen which no username or password could access :(
[02:29]	<elvenseven>	BYE IM GONNA BUY VISTA :(
[02:30]	<steve_>	ok theres definitely something wrong with my graphics drivers or something :(
[02:47]	<TheoMurpse>	Wow, the servers really are taking a hit. Right now my upgrade says 14 hours left to finish the upgrade. :(
[02:50]	<[acid] Neatchee>	Pie-rate: 'grats.  Wish it did for me :(  What wireless card do you use?
[02:56]	<TheIronChef>	lol alright... that suckss ... i just wanna hear music :(
[03:00]	<TheIronChef>	this is weird getting used to ... ive used xp since the day it came out and jsut installed feisty today... kinda different :(
[03:08]	<jaz_>	rofl ubuntu just ruined my vista :(
[03:08]	<TheIronChef>	i like vista :(
[03:09]	<disasm>	no it's slowing down :(( was at 500, now it's down to 300 k/s
[03:26]	<TheIronChef>	how do i join that :(
[03:29]	<ShiFTKey>	IndyGunFreak: thanks, I burned a disk at work, but forgot to bring it home :(
[03:49]	<hagabaka>	i'm actually getting segmentation fault when running aptitude, or apt-get :(
[03:49]	<rukuartic>	bambie: How is it? I'm still updating :(
[03:57]	<[acid] Neatchee>	There's a bad router in the neighborhood and they refuse to fix it :(
[04:03]	<dc>	llol: dont rub it in, a lot of us are stuck in a laggy ass dist-update :(
[04:04]	<jrib>	delire: unfortunately :(
[04:13]	<yagiska>	:( no fun having feisty if i can't download packages... guess i'll just let it sit for a bit
[04:22]	<NickGarvey>	have mercy :(
[04:24]	<Ax4>	:(
[04:24]	<Nerdz>	Damn I would love to use ubuntu :(
[04:25]	<HasratUSA>	damn just found out alberto is so busy with school he can't make a version of envy for Feisty :(
[04:25]	<BILL-GATES>	I am, ubuntu 6.10 ;) 7.04 not working for me :(
[04:28]	<thepinkc>	hi - is there anyone out there that can help me with running ubuntu from the disk I burned? I am having a hard time. :(
[04:40]	<r0bby_>	:(
[04:50]	<zntneo>	:(
[04:53]	<Humjaba>	stefg: :( The mirrors now are crying
[04:53]	<Nerdz>	slop: No it's not working :(
[04:55]	<Abom>	trying to get an answer to my issue, I can't get online :(
[04:55]	<Humjaba>	my windows machine is crying now too... uninstalling office, encoding a dvd and downloading ubuntu install cd... on a single-core amd 3200+ :(
[05:04]	<Abom>	pppoe_dude: there's some problem with not having a password with wireless connections :(
[05:05]	<vafada>	i'm getting "can't access tty; Job control turned off" when booting LiveCD :(  i have ubuntu ultimate edition right now so i had no problems with previous ubuntu
[05:23]	<RAOF>	fulat2k: You can't, sucks to be not runnign Gnome :(
[05:59]	<blrich>	RAOF, oh good :( oh well i thought there might be something caus it has nvidia stuff
[06:16]	<labanux>	crimsun: the module can't be found.. :(
[07:01]	<ccfiel>	raof: yes its support but no tv out :( im planning to replace may windows MCE so i need tv out
[07:01]	<RAOF>	ccfiel: Is your card really not supported.  ATI sucks :(
[07:07]	<siti>	tom__: yeah :(
[07:10]	<billy>	lalala, :(  not cool.
[07:30]	<DaSkreech>	Jordan_U: Yeah no Feisty ppc images :(
[08:03]	<Jordan_U>	kcowolf, I am sorry, I can't help you there :(
[08:18]	<Absolt>	any ideas? :(
[08:21]	<siti>	Tarkus: if you remove all the resolutions or comment them out then it should work (in the /etc/X11/xorg.conf) :(
[08:32]	<john_>	dam redownload :(
[09:23]	<Donovan_>	Use the apt-get commands fail, of course, and php4 seems to be competely removed... :(
[09:35]	<tristanmike>	ajax4: no, it's not there, but it's listed in the Support Documentation that comes with Feisty :(
[09:37]	<tristanmike>	ajax4: yeah, I've been there, it's not working for me :(
[09:39]	<Donovan_>	Tomcat: There is no php4 in feisty, sadly :(
[09:49]	<what_if>	anyone had problems with the desktop install with Nvidia ?? edgy never worked for me :(
[09:50]	<what_if>	magnetron: my card does not work with the NV driver... just random colors :(
[10:04]	<fluid>	only bad thing about this install is that i have to force beryl to render through copy...which makes it slower than it should be :(
[10:10]	<gustavo>	medinfo: its done, i just need to know where is my image :(
[10:20]	<gustavo>	zilly6_, yeah, really, that sucks :(
[10:25]	<ccfiel>	dystopianray: in my ATI card 9250. i used the open source but no tv out :( and in restricted driver its not supported so i will buy one today i want to make sure the one i will buy will run smoothly (6200) do you think?
[10:27]	<ccfiel>	dystopianray: i currently have an ati 9250 :( is not supported in restricted.
[10:29]	<Hairulfr>	jussi01: No, I haven't, I need the power that photoshop gives... :(
[10:32]	<fluid>	its a pain. lol...70 megs of libraries for 32bit support. :(
[10:40]	<jin>	:S feisty is so slow compared dapper :(
[11:06]	<TommyTom>	ikonia_: from what i understand though, software raid i would have to wipe the whole array. i can do that. 400gb gone :(
[11:27]	<dungodung>	:(
[11:29]	<Amec>	:(
[11:52]	<mrigns>	aaaah this torrent issue annoys me :( the logs won't show any probs
[12:05]	<QwertyM>	TheoMurpse: Oh, okay, good if it has a fix, cause am not in a mood to reinstall again :(
[12:05]	<TheoMurpse>	QwertyM I've no idea if it has a fix. I'm looking at a black screen right now for the past 10 minutes :(
[12:26]	<mrjones>	hello, im looking for a linux distribution for my old pc (700 mhz, 128 mb ram). the download page tells me i nedd 256 minimum :(.......what to do now?
[12:36]	<Stig>	Can I install Beryl on Feisty through the Synaptic package manager? or is there a better way? Last time I tried installing it through the terminal following a guide it completely messed up... :(
[12:39]	<M_Fatih>	my apt broken :(
[01:00]	<Almindor>	hey guys, I still get a strange problem with DHCP on fiesty :( (been having this whole beta)
[01:08]	<kanpachi>	hello, i can't extract a bz2 file :( how can i do it?
[01:45]	<ferronica>	stefg: right now i am in ubuntu 6.10 :(
[02:10]	<CompuChip>	ikonia_ :( so just make a fresh install and then try the upgrade again
[02:15]	<ferronica>	there is no way to copy paste my ubuntu 6.10 data to windows :(
[02:16]	<ferran>	how can change /dev/eth2 for /dev/eth1?  i have install ubuntu 7.04 with usb net :(
[02:37]	<ferran>	how can change /dev/eth2 for /dev/eth1?  i have install ubuntu 7.04 with usb net :(
[02:41]	<JebJoya>	LjL: Oh :(
[02:42]	<ndlovu>	ikonia_, thanks, I've tried there already :( (seems nobody's home)
[02:44]	<ferran>	how can change /dev/eth2 for /dev/eth1?  i have install ubuntu 7.04 with usb net :(
[02:47]	<theoryx>	:(
[03:20]	<grumz>	so I don't speak very well english :(
[03:28]	<rohan>	this codec of snd-hda-intel is bad :( it doesnt automatically mute the laptop speakers when i put in a headphone in the socket
[03:28]	<Chipaca>	rohan: snd-hda-intel sucks :(
[03:28]	<rohan>	Chipaca: i agree :(
[03:32]	<Chipaca>	rohan: I compiled my own kernel :(
[03:43]	<rohan>	PirateHead: and how do i close that ? :(
[03:45]	<Michaelx>	Hi all... Just installed feisty on my acer 8204, tried to install Beryl and can get it running :(
[03:56]	<Michaelx>	Hi All ... Anyone who can maybe help ??? I got 7.04 on my Acer 8204 installed and I can get compiz or Beryl running ... :(
[04:01]	<Michaelx>	skinny: I have an Acer Notebook 8204 with an ATI 1600 mobile and 7.04 ... Can get compiz and Beryl running :(
[04:01]	<Michaelx>	I mean that I CAN'T get it running :(
