[neutral]	[12:01]	<ffm>	cedricshock: From my update manager. It says Could not download all repository indexes
[negative]	[12:01]	<ffm>	The repository might be no longer available or could not be contacted because of network problems. If available an older version of the failed index will be used. Otherwise the repository will be ignored. Check your network connection and the correct writing of the repository address in the preferences
[neutral]	[12:01]	<TheVault>	tecta: Do that in the terminal.
[negative]	[12:01]	<LjL>	swedekid: read the link ubotu gave you.
[negative]	[12:01]	<CodingZen>	Anyone help me with a login font size problem? its way too huge!
[neutral]	[12:01]	<swedekid>	!firestarter
[positive]	[12:01]	<ubotu>	Ubuntu, like any other linux distribution, has firewall capabilities built-in. The firewall is managed using the 'iptables' command (see @HLINK or GUI applications such as Firestarter (Gnome) or Guarddog (KDE).
[neutral]	[12:01]	<mc44>	ffm: the network is busy...
[negative]	[12:01]	<nxspnt>	xtknight, all I know is that if I use the ATA133 style IDE hard drive, then I can get linux to install, if I use SATA then it is hit or miss on the distro installer seeing the SATA controller.  Some see it and get kernel panics and others never see the controller
[neutral]	[12:01]	<LjL>	swedekid: please learn about the Ubuntu repositories and components (Universe is a component). software in Ubuntu gets installed from the Ubuntu repositories, which contain packages.
[negative]	[12:01]	<penguin42>	CodingZen: Have you tried System->Administration-> Login Window ?
[negative]	[12:01]	<Dybber>	Is this: @HLINK (Default Mixer Tracks) where i should change which soundcard that should be used? If so, then this doesnt work in my installation of Feisty.
[neutral]	[12:01]	<jman_>	xtknight, the one I was using in edgy was ensoniq PCI
[neutral]	[12:01]	<cedricshock>	ffm: That's probably the servers being swamped.
[neutral]	[12:02]	<surviver>	!configure devilspie
[neutral]	[12:02]	<jman_>	it worked fine til i upgraded
[neutral]	[12:02]	<ffm>	mc44: cedricshock: But this issue was occuring 5 days ago as well.
[negative]	[12:02]	<iGadget>	slyfox: I use that method to share photos and media files with my gf... there's a small catch, though - newly created / copied files won't get the proper permissions by default. You have to fix that manually every time. There should be a solution to that, but I havn't had the time to look for it yet.
[negative]	[12:02]	<CodingZen>	penguin42: where would i go to change the font size.. in there?
[positive]	[12:02]	<IncredibleHink>	xtknight, still a negative..... with or without the analog/digital switch checked
[positive]	[12:02]	<IncredibleHink>	"xtknight, the speaker test is still showing me ""Fron Left"""
[negative]	[12:02]	<penguin42>	CodingZen: I can't immediately see anything - but I can see the option for 'accesibility' and that has a font thing - is that turned on?
[negative]	[12:02]	<Awperator>	Hello all, can anyone help me install my graphics driver (8800gts) on feisty? I get a no screens found error when I enable the restricted driver. I'm running on vesa now
[neutral]	[12:02]	<function1>	anyone else having trouble with the repositories?
[negative]	[12:02]	<cedricshock>	ffm: Is that a list of things it couldn't find?
[neutral]	[12:02]	<CodingZen>	penguin42: no
[neutral]	[12:03]	<hendrik_>	leave #ubuntu
[neutral]	[12:03]	<LjL>	function1: yes. they're slow. too loaded. be patient.
[negative]	[12:03]	<CodingZen>	penguin42: i turned it off... thought i might be causing the problem
[negative]	[12:03]	<Chocobo>	Hi all, I am rather new to this.   Right now the ubuntu servers seem to be really slow.  I was wondering if there was a different mirror I should use or something.   Thanks.
[negative]	[12:03]	<HeyGab1>	"what is the name of the ""realase party"" channel?"
[positive]	[12:03]	<larson9999>	servers are a bit slow :)
[neutral]	[12:03]	<surviver>	anyone has some expiernce with devilspie??
[negative]	[12:03]	<ffm>	cedricshock: Yes. Everything else was found.
[neutral]	[12:03]	<function1>	LjL: just a busy day?
[neutral]	[12:03]	<ffm>	HeyGab1: See the channel topic.
[positive]	[12:03]	<mc44>	function1: its release day
[neutral]	[12:03]	<zaeem>	what kernel version does the latest release come with?
[negative]	[12:03]	<penguin42>	CodingZen: Hmm sorry then - not got any other ideas and the font looks fine for me
[neutral]	[12:03]	<larson9999>	i only have 9 to download though
[neutral]	[12:03]	<LjL>	function1: err... a new version has just been released, you know.
[negative]	[12:03]	<Oatmeat>	is there anything I need to do to enable inotify?
[neutral]	[12:03]	<penguin42>	zaeem: 2.6.20-15
[neutral]	[12:03]	<xtknight>	"IncredibleHink, ""speaker-test -Dplug:front -c2""  and with that?"
[negative]	[12:03]	<TheVault>	When is Ubuntu Studio going to be released?
[negative]	[12:04]	<CodingZen>	penguin42: ya ... its only in the options and the text boxes.. Its too big.. I wish i could figure out how to change it..
[neutral]	[12:04]	<mc44>	TheVault: ask in #ubuntu-studip
[neutral]	[12:04]	<magnetron>	HeyGab1: #ubuntu-release-party
[negative]	[12:04]	<sam000>	I'm installing 7.04 is it ok that im running programs?
[positive]	[12:04]	<xtknight>	TheVault, it's in the repositories i believe
[negative]	[12:04]	<function1>	mc44: oh. i thought i had forgotten abt it. i thought it was supposed to be 4/7..
[neutral]	[12:04]	<TheVault>	mc44: Thnx
[neutral]	[12:04]	<function1>	i thought i was like 12 days late
[positive]	[12:04]	<mc44>	function1: it is 4/7 :)
[neutral]	[12:04]	<Cpudan80>	Hello all
[negative]	[12:04]	<surviver>	anyone know how to work with devilspie?
[positive]	[12:04]	<mc44>	function1: the month :)
[neutral]	[12:04]	<Cpudan80>	Is anyone in here good with bash scriptin?
[positive]	[12:04]	<_Neil>	So guys, where can I find a changelog for fiesty? See the main changes :)
[neutral]	[12:04]	<adultswim_>	arejay: closer now... doesnt go black anymore, but its unusably jumpy... (a frame every 2-3 seconds)... i'll keep trying though
[negative]	[12:04]	<tecta>	TheVault, for some reason it wont play the audio just the video
[negative]	[12:04]	<nxspnt>	xtknight, I am going to attempt to get something installed.  I will update you on the success or failure of my attempts.  Thanks for your help
[negative]	[12:04]	<Awperator>	guess not.
[negative]	[12:04]	<CodingZen>	Anyone know how to change font sizes on the login screen?
[negative]	[12:04]	<nkassi>	sam000: yeah it shouldn't break anything but you need to reboot afterwards
[neutral]	[12:04]	<penguin42>	Cpudan80: What like?
[negative]	[12:04]	<Cpudan80>	The guys over in #bash aren't really payin attetnion...
[neutral]	[12:04]	<tecta>	TheVault, no sound when playing video is what i mean
[neutral]	[12:05]	<function1>	mc44: oh. silly me i thought it meant april 7th
[negative]	[12:05]	<xtknight>	nxspnt, okay
[negative]	[12:05]	<IncredibleHink>	xtknight, ALSA lib confmisc.c:1105:(snd_func_refer) Unable to find definition 'defaults.pcm.front.card'
[neutral]	[12:05]	<Cpudan80>	@HLINK
[neutral]	[12:05]	<Cpudan80>	penguin42: ^^
[positive]	[12:05]	<sam000>	thanks
[neutral]	[12:05]	<IncredibleHink>	xtknight, and many other errors
[negative]	[12:05]	<xtknight>	IncredibleHink, ah hmm interesting
[neutral]	[12:05]	<TheVault>	tecta: Do you have the Mp3 codecs installed?
[negative]	[12:05]	<cedricshock>	ffm: Need someone with more intimate distribution knowledge than me. security hasn't been working for me at all, and I don't even have a listing for backports
[positive]	[12:05]	<jokoon>	Hello here :) I'm looking for a way to place the little buttons on the window top bar (the minimize, maximize and close) to the left side instead of the right side, just like mac windows. Is this possible ?
[negative]	[12:05]	<tecta>	TheVault, just for gstreamer
[positive]	[12:05]	<ffm>	cedricshock: Thanks.
[positive]	[12:05]	<IncredibleHink>	xtknight, ALSA lib conf.c:3500:(_snd_config_evaluate) function snd_func_refer returned error: No such file or directory
[neutral]	[12:05]	<cnez0red>	hi.
[negative]	[12:06]	<xtknight>	IncredibleHink, post the whole thing in pastebin if you would
[neutral]	[12:06]	<arejay>	adultswim, right click and set the mplayer buffer's up
[neutral]	[12:06]	<LjL>	!slow
[positive]	[12:06]	<ubotu>	The Ubuntu repositories and ISO mirrors are currently under heavy load due to the release of !Feisty. Please consider using !torrents to download ISO images, and be patient with APT updates.
[neutral]	[12:06]	<TheVault>	tecta: Is the file you trying to play corrupt?
[neutral]	[12:06]	<surviver>	!devilspie
