"0","1468127615","Mon Apr 06 23:51:55 PDT 2009","NO_QUERY","GeorgeEllison","@cyantificNHS Balls  Although without the tunes, it's just a holiday then ;-)"
"0","1468645098","Tue Apr 07 02:55:36 PDT 2009","NO_QUERY","passi66","preparing for work and leaving the balcony  But i'll give it tomorrow another try! ;-) ? #niceweather #Berlin #goodlife"
"0","1468735896","Tue Apr 07 03:27:00 PDT 2009","NO_QUERY","iterations","@trendbuero Hey that was fast! Kudos ;-) The tinyURL you use is unfortunately broken "
"0","1468797988","Tue Apr 07 03:47:24 PDT 2009","NO_QUERY","Devar","@cuzza that sounds almost as good as nandos ;-) related; nandos have increased prices again "
"0","1469755167","Tue Apr 07 07:19:25 PDT 2009","NO_QUERY","SiobhanOliver","@TonyWade aww thanks! I don't play harp  I play violin very badly! think I'll stick to singing!when I need a fanclub I'll be onto you ;-)"
"0","1550697114","Sat Apr 18 06:58:55 PDT 2009","NO_QUERY","katzenkotze","unfortunally i forgot my #macbook at home in #bremen  so i have to work with a windows pc and to be honest: and i hate it ;-)"
"0","1550756444","Sat Apr 18 07:10:27 PDT 2009","NO_QUERY","SerendipityJane","@ShariFitness Still don't have the confirmation email  Technically I could give up already ;-)"
"0","1551489078","Sat Apr 18 09:11:30 PDT 2009","NO_QUERY","hygienestudent","@zawfi oh gosh no. i dont even have a dog  im getting ready to go get some fresh air in newport beach ;-)"
"0","1552061604","Sat Apr 18 10:41:13 PDT 2009","NO_QUERY","jewe98","I don't know what i should eat for dinner!   Again Pizza??? ;-) - http://tinyurl.com/c9a3nk"
"0","1553491739","Sat Apr 18 14:24:45 PDT 2009","NO_QUERY","Tittybird","ok seems to be working again now ;-) comp just had one of it's midlife crises there seems to be everytime the quiz is on "
"0","1557342611","Sun Apr 19 03:31:11 PDT 2009","NO_QUERY","Beverleyknight","my lovelies, sorry for my absence, woke up with flu-ey symptons, still got them so i'm a bit subdued  but still smiling! ;-)"
"0","1557438431","Sun Apr 19 04:07:01 PDT 2009","NO_QUERY","bajan_carly","@Beverleyknight oh fair enough. u were makin hot music instead! ;-). my boyfriend had a spare seat, but I had the worst headache. "
"0","1558555853","Sun Apr 19 08:44:01 PDT 2009","NO_QUERY","adamcobb","@natalidelconte Wow it looks awesome. Wish Glasgow had something like that  Can you try and talk them in to a European expansion? ;-)"
"0","1559806404","Sun Apr 19 12:05:41 PDT 2009","NO_QUERY","janieo","@MissBeckala sorry I missed Miss Em's Sunday show!!  Tell her I will catch the next one. Have fun at movie! I LOVE the EM! ;-))"
"0","1563537419","Sun Apr 19 23:13:07 PDT 2009","NO_QUERY","GoldCoastGirl","back twitterverse! what's the magic number? approx $1k  and it's body corp. insurance not landlords that covers the garage ;-)"
"0","1563556733","Sun Apr 19 23:17:44 PDT 2009","NO_QUERY","nickboumans","@dvdstelt No thanks ;-) lost 2 votes again on saturday  and 3rd position"
"0","1563657309","Sun Apr 19 23:42:05 PDT 2009","NO_QUERY","ozdj","@ccollinsmith Sorry i missed ur birthday    If you come down to the SOCAP AU symposium, I'll buy you a &quot;better late than never&quot; cake  ;-)"
"0","1564667444","Mon Apr 20 04:28:54 PDT 2009","NO_QUERY","nefernat","@oconel Not yet... probably won't have time until after my holiday  but then again... it won't go anywhere ;-)"
"0","1573166288","Mon Apr 20 23:59:32 PDT 2009","NO_QUERY","uniqueMXS","@SaschaGommel I'll have a look at it ;-) Couldn't come to the lecture - Had to go to the dentist "
"0","1573491812","Tue Apr 21 01:25:30 PDT 2009","NO_QUERY","MaryJCannabian","@truehigh doh! I was out so long &amp; late 2day &amp; missed it.   If u rly love me u can do it again on the day of the #GlobalMarijuanaMarch ;-)"
"0","1677194726","Sat May 02 00:53:05 PDT 2009","NO_QUERY","_shannon1234","@JonathanRKnight Ok, now I'm going to bed! No messages from U  Pleasee, pleasee send me a DM!! ;-) Goodknight Jon! &lt;3"
"0","1677322568","Sat May 02 01:29:33 PDT 2009","NO_QUERY","andylatham","@kukibee just on the off chance I've persuaded you ;-) I found out 2 seconds ago it's unfortunately been canceled today "
"0","1677378473","Sat May 02 01:46:13 PDT 2009","NO_QUERY","silke_","@Famoiely but it's the first time they do it in Germany  (btw. Hase=husband ;-))"
"0","1677760975","Sat May 02 03:50:35 PDT 2009","NO_QUERY","WeeStuff_xo","@tonightwedance dunno why but i was shy at first even with your mum, couple of drinks later i was fine ;-) lol. i can't get on the net "
"0","1677787699","Sat May 02 03:59:51 PDT 2009","NO_QUERY","willtompsett","@Claire_Cordon @Nuff55 Everyone's a critic  When did you girls start developing standards anyway? ;-)"
